label,pagerank
0,0.007199756827774177
0,0.0018419052265028389
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,4.0824772253286445e-05
0,7.538822987147696e-05
0,0.00011726633570210702
0,0.0005922197440810677
0,0.0007902964582479164
0,5.7963739888286246e-05
0,0.00017531209174118014
0,4.067058745195545e-05
0,4.067058745195545e-05
0,0.000161722654506271
0,4.067058745195545e-05
0,0.0002116172960880836
0,0.008106167152610607
0,0.00018782739344041558
0,7.525689232461703e-05
0,7.630891924361696e-05
0,7.314042709876724e-05
0,4.067058745195545e-05
0,7.525689232461703e-05
0,4.067058745195545e-05
0,0.004490694684604362
0,0.004846432966328542
0,0.00011333427712761028
0,7.538822987147696e-05
0,0.00010482562119020283
0,0.0002644717605304823
0,0.00011861074199610673
0,9.108891886689598e-05
0,8.738301725219361e-05
0,5.7963739888286246e-05
0,6.532792832128582e-05
0,0.0004362023899640456
0,5.219935574284264e-05
0,4.0824772253286445e-05
0,4.0824772253286445e-05
0,7.538822987147696e-05
0,4.067058745195545e-05
0,4.067058745195545e-05
0,0.00010984319719727862
0,0.00013417039978861364
0,4.0824772253286445e-05
0,0.00035973833015252426
0,4.067058745195545e-05
0,4.1905812625979073e-05
0,8.998526919061617e-05
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,0.00027849877415350217
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,7.541107712594803e-05
0,0.0001779246701423454
0,4.067058745195545e-05
0,9.255004476094782e-05
0,4.0824772253286445e-05
0,7.538822987147696e-05
0,5.414930942119889e-05
0,0.00032744970993374347
0,7.269211675428539e-05
0,0.00014715869863294307
0,0.00010346056177028097
0,0.00012591985887793364
0,0.00026202962198648325
0,0.00020590778510426845
0,7.896846157703123e-05
0,0.00010789555322277415
0,4.1905812625979073e-05
0,7.630891924361696e-05
0,7.525689232461703e-05
0,7.866018205179169e-05
0,0.0032512709142253834
0,4.067058745195545e-05
0,0.0001766612037403949
0,0.0001854079508154382
0,0.0004732235058636237
0,4.205999742731007e-05
0,4.0824772253286445e-05
0,0.00016412955267726607
0,0.00033612033352286777
0,0.0003974771669634886
0,0.0006150434995443155
0,0.0007101280015501556
0,5.7963739888286246e-05
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,0.00014385684136812742
0,0.00016754000899661724
0,0.00014928786500443698
0,4.1905812625979073e-05
0,0.00013417039978861364
0,0.00018951070951124367
0,4.067058745195545e-05
0,0.0011128460385044644
0,0.0008068424132292483
0,0.0005536482422927201
0,4.067058745195545e-05
0,9.626161401336204e-05
0,0.0001690283152049319
0,8.998526919061617e-05
0,7.541107712594803e-05
0,0.00030490638315666305
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,0.0029019373587917336
0,0.0001751205189935929
0,0.0004371563458421212
0,0.000149185661669892
0,0.0004336539892903475
0,0.00015492440463858208
0,0.00168068853014638
0,5.7963739888286246e-05
0,6.532792832128582e-05
0,4.067058745195545e-05
0,4.067058745195545e-05
0,0.0006895358397204169
0,0.00032225180458583694
0,5.7963739888286246e-05
0,0.00010630459963969474
0,7.921615516509744e-05
0,0.0003339004278645799
0,9.255004476094782e-05
0,0.000825314539355766
0,4.0824772253286445e-05
0,9.626161401336204e-05
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,0.00010984319719727862
0,0.00023096819202190856
0,0.000635910956442499
0,0.00012436905836011623
0,8.998526919061617e-05
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,0.0006782525258916756
0,4.067058745195545e-05
0,8.262108075761661e-05
0,0.00011726633570210702
0,4.0824772253286445e-05
0,4.067058745195545e-05
0,0.00011994513289544017
0,4.067058745195545e-05
0,4.067058745195545e-05
0,4.067058745195545e-05
0,0.00034299835710027016
0,6.661031610645163e-05
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,7.525689232461703e-05
0,0.00019565865409998943
0,9.918521898188211e-05
0,4.067058745195545e-05
0,0.00015402832779527607
0,4.561148814804996e-05
0,7.946500000061677e-05
0,5.7963739888286246e-05
0,0.00013956345058336916
0,0.0001279815244754396
0,9.714542822524815e-05
0,0.00012981902534759873
0,4.067058745195545e-05
0,0.00015807003532568564
0,4.205999742731007e-05
0,7.538822987147696e-05
0,0.00015554895697022294
0,0.00014179291126865468
0,4.067058745195545e-05
0,0.0001456744234874099
0,6.532792832128582e-05
0,8.507581023528313e-05
0,0.0006328909979528051
0,0.000166121642222728
0,4.067058745195545e-05
0,0.00013439049197394386
0,9.595999517310964e-05
0,4.0824772253286445e-05
0,0.00014497769951185097
0,0.0001559582703608274
0,0.00010357739409190873
0,5.811792468961724e-05
0,4.067058745195545e-05
0,7.525689232461703e-05
0,0.0007131353329870003
0,4.067058745195545e-05
0,4.067058745195545e-05
0,0.00013712426370876944
0,4.067058745195545e-05
0,0.00014569916807950084
0,4.067058745195545e-05
0,0.00027297701489473544
0,7.093264314652505e-05
0,4.0824772253286445e-05
0,7.525689232461703e-05
0,0.00011873937895713174
0,8.25473740191855e-05
0,0.00020095272892984046
0,4.0824772253286445e-05
0,0.0003560297910188228
0,0.0004294828242474499
0,4.1905812625979073e-05
0,0.0003984465841671539
0,0.00014085766787708915
0,0.00010039453172298797
0,0.00011501858692439696
0,8.947082242140373e-05
0,7.538822987147696e-05
0,0.00010482562119020283
0,4.067058745195545e-05
0,4.0824772253286445e-05
0,0.00023755229409322504
0,4.067058745195545e-05
0,7.525689232461703e-05
0,4.067058745195545e-05
0,0.00019954597234088313
0,0.0002788620303519577
0,4.067058745195545e-05
0,7.525689232461703e-05
0,4.067058745195545e-05
0,0.00046545925645056135
0,0.00019252780058129162
0,4.067058745195545e-05
0,4.067058745195545e-05
0,7.896846157703123e-05
0,0.00015626638689315367
0,0.00017367292217787005
0,4.067058745195545e-05
0,5.414930942119889e-05
0,8.262108075761661e-05
0,4.067058745195545e-05
0,0.00017218148087659105
0,0.00026947004371508944
0,5.7963739888286246e-05
0,8.998526919061617e-05
0,7.269211675428539e-05
0,8.998526919061617e-05
0,0.00016464157044296816
0,0.00011333427712761028
0,4.067058745195545e-05
0,4.067058745195545e-05
0,5.7963739888286246e-05
0,0.0007675069549838947
0,7.525689232461703e-05
0,0.0011191339627645317
0,0.00010486783085794632
0,0.00012995036289445864
0,5.811792468961724e-05
0,4.067058745195545e-05
0,0.00014557629575202277
0,8.998526919061617e-05
0,4.067058745195545e-05
0,7.525689232461703e-05
0,9.734945762361575e-05
